N ,P,K,SHumidity,STempearture,AHumidity,ATempearture,PH,Rainfall,Label
92.011864,8.9522,237,72.996483,25.5,70.519775,22.9,6.614307,128.659058,Tomatoes
71.309967,11.642273,224,78.523651,25.3,72.244461,23.6,6.204457,67.514244,Tomatoes
44.225124,16.632717,228,75.793518,25,67.666718,22.4,6.583949,118.845543,Tomatoes
96.175072,9.628009,174,72.52681,26.3,84.683762,24.4,6.524396,128.113586,Tomatoes
60.566601,17.445923,151,76.684631,27.5,69.52784,25.9,6.510415,97.585693,Tomatoes
73.556992,8.741932,167,79.797989,25.7,67.579926,25.8,6.210049,145.145538,Tomatoes
89.495277,14.085307,217,71.703522,27.9,67.456322,24.9,6.010554,76.446144,Tomatoes
33.122402,15.573557,157,77.769936,25.2,80.851707,25.4,6.35644,68.16523,Tomatoes
52.780987,8.803221,250,72.470352,24.5,82.801056,21.5,6.664456,107.141869,Tomatoes
84.355164,8.204203,224,73.834923,26.8,67.768898,24.9,6.245391,120.082779,Tomatoes
62.474541,11.035391,205,74.251808,25.7,83.918442,24.7,6.174452,145.574341,Tomatoes
39.827736,11.656109,211,77.481491,27,76.70919,25.8,6.696086,148.714005,Tomatoes
58.493408,17.888012,191,72.781006,27.9,80.559227,24.1,6.725706,134.74646,Tomatoes
46.112869,8.179835,153,70.795113,25.1,78.570778,23.8,6.767196,67.22319,Tomatoes
33.40905,14.914024,202,74.948708,27.5,79.152283,23.3,6.23549,75.765633,Tomatoes
60.367767,15.073114,213,77.638977,24.3,78.969879,23.1,6.705544,144.768341,Tomatoes
58.982513,9.294658,238,76.727898,24.8,82.202522,27,6.10963,148.536011,Tomatoes
43.694633,16.602423,239,72.747482,24.8,69.481834,22.5,6.452785,142.857635,Tomatoes
64.007164,10.146572,218,79.4394,24.2,82.059677,25.8,6.260056,119.372986,Tomatoes
25.012545,15.955759,153,74.82972,26.4,70.779549,24.1,6.644857,144.400452,Tomatoes
27.323586,8.320156,185,79.650681,24.6,67.225746,24.6,6.674,138.558868,Tomatoes
93.788033,14.784439,180,71.811943,25.3,65.942535,24.8,6.676549,95.512581,Tomatoes
63.326527,16.828966,210,76.483467,26.7,76.340111,24.5,6.01144,127.515427,Tomatoes
36.489738,11.849401,239,70.179886,26.6,72.481552,23.5,6.199363,68.922127,Tomatoes
44.26516,17.637455,220,72.487976,25,77.648911,26,6.070158,113.432526,Tomatoes
51.986145,12.493151,185,73.433907,26.7,83.198944,22.9,6.149146,68.091316,Tomatoes
37.831753,12.673771,245,71.579712,24.9,81.122505,22.9,6.002924,133.080109,Tomatoes
42.398788,15.04108,238,73.709442,27.1,84.49881,26.2,6.031407,132.141159,Tomatoes
98.877007,15.31518,230,77.114403,27,72.420128,21.3,6.257075,119.449539,Tomatoes
53.001396,13.270847,170,75.534142,25.1,65.574234,21.1,6.173657,110.300415,Tomatoes
77.736282,8.846398,163,77.696854,26.3,70.620941,25.6,6.032738,68.072235,Tomatoes
90.88887,16.26738,217,70.110878,24.5,77.939903,23.2,6.071383,98.108597,Tomatoes
99.311356,16.91312,245,74.057793,26.5,72.818695,23.8,6.378114,112.814667,Tomatoes
96.961403,17.479115,241,73.490372,27.3,73.287659,27,6.616687,121.917778,Tomatoes
87.063942,17.89539,241,72.637688,26.8,77.623665,26.6,6.595779,76.222183,Tomatoes
59.877956,16.359043,245,70.742424,25.9,77.346542,22.6,6.088529,145.40036,Tomatoes
70.518402,8.221047,158,73.288361,25,75.867584,25.8,6.026736,117.063309,Tomatoes
76.559219,13.980697,208,74.341217,26.7,80.079987,24.5,6.606333,87.668335,Tomatoes
68.000366,13.932599,153,78.51236,27.1,73.198242,27,6.444969,148.565582,Tomatoes
98.299377,9.024268,157,75.758713,25.5,73.66864,26.3,6.691192,74.205177,Tomatoes
60.914391,14.1849,182,78.17614,25.5,82.848877,22.4,6.051723,142.751114,Tomatoes
30.474899,16.967991,207,72.764175,24.8,72.116692,24.7,6.619421,144.139923,Tomatoes
38.127117,12.680376,219,73.240211,24.5,65.377831,25.1,6.587278,72.919182,Tomatoes
94.407799,14.072911,223,70.957146,25.4,78.408112,25.5,6.777429,127.497574,Tomatoes
51.587772,17.147825,211,73.559288,25.9,65.687469,21.5,6.586616,146.363129,Tomatoes
46.536171,9.5944,171,78.188919,27.9,79.530106,21.4,6.022768,83.684814,Tomatoes
54.775566,11.146025,186,78.59613,25.7,72.377983,21.7,6.682972,122.265915,Tomatoes
85.570282,8.442483,199,70.287186,26.7,82.889992,21.5,6.696246,144.899139,Tomatoes
65.230804,8.196823,160,70.936401,24.7,84.01194,23,6.475554,76.542435,Tomatoes
93.78273,13.292597,154,78.035522,25.9,69.43766,26.4,6.143028,91.638901,Tomatoes
85.582825,16.398243,202,75.116905,25.1,68.66954,24.6,6.541103,139.299591,Tomatoes
67.55439,8.516979,196,70.587082,25.3,66.237686,26.5,6.349554,65.101303,Tomatoes
87.570755,10.077036,184,79.847473,27.2,70.380196,24.3,6.019578,122.151482,Tomatoes
48.909355,15.227209,161,71.600372,27.8,80.009644,22.1,6.552543,116.815002,Tomatoes
79.044128,12.366381,185,70.76696,28,73.719238,23,6.548916,69.02343,Tomatoes
31.835918,9.714491,154,72.335442,24.2,83.029114,23.3,6.089736,85.584,Tomatoes
75.895508,9.72036,196,75.034279,26.5,78.208588,24.1,6.701689,119.906326,Tomatoes
91.875877,17.040154,180,72.34668,24.9,69.841743,24.8,6.551841,137.103546,Tomatoes
49.234711,16.755569,241,76.044891,27.3,82.527924,22.6,6.121143,67.725159,Tomatoes
74.772507,17.03554,176,72.148674,25.6,65.628716,24.4,6.158764,89.355865,Tomatoes
44.877274,12.311,200,77.880821,26,70.415977,25,6.725498,97.403961,Tomatoes
26.970989,17.601967,154,73.741745,25.6,68.148857,21.2,6.153881,70.797386,Tomatoes
65.661377,15.302921,242,72.25956,26.1,78.568619,26.6,6.230147,122.464462,Tomatoes
44.188633,11.22412,195,71.938614,24.5,78.23468,21.7,6.303612,145.218628,Tomatoes
98.932388,17.081083,245,77.2321,24.9,76.436516,21.1,6.770567,127.715164,Tomatoes
52.725323,15.198311,233,72.681046,24.8,71.192284,26.2,6.025926,133.686646,Tomatoes
79.0665,9.583162,191,70.520477,26.4,70.581215,23.4,6.392141,140.618988,Tomatoes
29.284542,17.302132,153,79.238464,26,67.3041,25.9,6.797303,94.778473,Tomatoes
47.066948,11.179008,191,71.193405,27.5,66.27227,23.7,6.632259,71.354988,Tomatoes
67.750168,15.515762,193,76.27919,25.5,78.779465,23.4,6.037109,139.18457,Tomatoes
65.198929,8.326398,160,77.414604,27.5,75.972733,25.3,6.688495,103.98365,Tomatoes
52.541847,17.363907,223,73.957581,25,84.121155,25.1,6.683982,149.10611,Tomatoes
80.877289,14.483751,151,79.519402,26.3,65.896149,21.1,6.65653,133.324493,Tomatoes
59.606728,13.006775,229,78.37175,27.9,76.350563,23.4,6.475772,111.902832,Tomatoes
79.129623,13.436818,196,77.516869,26.5,77.529266,23.7,6.661411,126.603668,Tomatoes
27.413454,13.631577,212,77.708313,24.2,66.583618,21.6,6.443146,129.687622,Tomatoes
89.382294,14.601175,150,76.96788,27.9,70.880676,23.8,6.49854,130.587646,Tomatoes
64.699905,16.582844,232,77.804047,24.2,84.907249,24.3,6.544384,98.869583,Tomatoes
67.644257,14.074059,160,78.644714,26.9,84.47361,22.1,6.339392,124.586746,Tomatoes
83.165024,14.797998,161,75.003403,24.6,69.892616,25.7,6.174093,142.130081,Tomatoes
50.28273,11.87544,236,72.920952,26.1,69.34491,23.8,6.687412,125.508484,Tomatoes
35.198647,12.472302,212,79.231796,28,68.14315,25.8,6.080495,113.886337,Tomatoes
70.735786,15.314978,207,74.850876,25.9,71.130302,25.3,6.523646,142.231384,Tomatoes
74.192093,13.952476,170,74.521324,25.3,74.725105,21,6.70699,97.659966,Tomatoes
89.242775,9.699512,223,79.998756,27.8,83.152794,26.9,6.633038,80.70134,Tomatoes
77.571709,9.681358,241,77.186317,25.9,79.849541,21.2,6.272563,146.254822,Tomatoes
50.087593,15.666966,173,79.555603,25.6,72.754219,23.4,6.796725,118.243973,Tomatoes
81.118652,11.41987,169,72.345436,26.3,76.361382,23.9,6.534727,135.607666,Tomatoes
26.806416,8.721511,171,73.231209,26.8,84.691284,25.1,6.024403,133.358353,Tomatoes
99.860092,14.422537,165,71.704277,24.9,70.282135,25,6.117868,120.969124,Tomatoes
25.995928,10.455411,194,70.226257,27.9,76.990097,21.3,6.693491,74.963524,Tomatoes
28.777405,13.032511,222,76.972954,24.8,70.107269,23,6.749901,80.762306,Tomatoes
65.521469,14.024504,169,73.963829,26.5,73.431,25.1,6.271749,126.76651,Tomatoes
45.184563,17.758331,187,72.164871,25.9,70.558723,26.9,6.123637,132.427979,Tomatoes
27.709799,16.256632,167,74.205063,25.3,83.341942,23.8,6.253513,75.980927,Tomatoes
93.246796,13.105587,164,78.861076,27.4,84.867516,25.2,6.242316,104.481682,Tomatoes
99.251152,14.956642,170,74.845909,26.8,76.751007,26.1,6.149563,116.114639,Tomatoes
72.160583,17.839794,208,74.72554,27.6,68.923157,26.1,6.645654,66.599907,Tomatoes
97.531342,12.407718,167,78.099541,25.4,67.171616,24.2,6.239618,134.260162,Tomatoes
46.3181,8.13565,211,76.039314,26.3,78.023277,22.8,6.781822,122.469627,Tomatoes
39.910755,15.355556,151,71.00473,25.1,82.702621,22.5,6.682764,140.784485,Tomatoes
62.730267,12.734116,178,75.514145,24.9,78.144348,22.4,6.128113,88.243805,Tomatoes
73.859947,17.499557,184,79.996895,27.4,77.144432,26.9,6.665804,121.575729,Tomatoes
95.78804,11.839307,152,70.524132,27.5,83.59877,22.6,6.539294,124.108986,Tomatoes
97.336998,17.740891,157,73.885895,24.8,69.494911,24.8,6.603885,135.146637,Tomatoes
52.989563,12.936375,230,77.513763,25.8,69.673698,23.6,6.527215,98.179405,Tomatoes
98.201492,17.470882,214,78.232452,27.7,65.182388,23.2,6.182439,103.796608,Tomatoes
86.719292,14.342066,157,70.853775,24.7,75.375587,21.6,6.302424,115.734283,Tomatoes
89.689468,11.519218,212,85.31781,26,69.580948,26.9,6.271598,132.048981,Tomatoes
92.689468,13.544943,224,75.31781,26.6,84.655998,24.3,6.521831,78.383362,Tomatoes
243.3703,42.957237,65.920372,46.182327,16.716784,62.439022,19.619499,6.19014,99.411842,Carrot
245.696426,35.281384,51.101776,34.402283,19.739624,60.853027,20.839825,6.002893,95.251808,Carrot
202.328079,42.782402,52.580959,25.107231,15.329521,58.607361,20.359728,6.387282,84.353653,Carrot
240.537735,36.86203,62.52861,21.711849,15.260531,60.316761,19.759243,6.248869,95.796394,Carrot
247.803329,42.638428,64.954559,55.22998,15.284849,58.755718,19.284376,6.860566,84.568382,Carrot
233.141891,33.452396,70.973122,34.688824,15.901039,58.127457,20.177713,6.646966,94.161026,Carrot
202.863174,32.618759,97.003189,29.063562,15.249889,65.141678,20.011988,6.922586,79.763054,Carrot
248.340973,34.26247,78.152634,22.08713,17.754862,60.448704,18.123993,6.735468,75.113541,Carrot
248.259644,37.461212,102.988556,41.437653,15.405699,66.486504,20.271727,6.390491,87.844666,Carrot
223.544693,47.401627,46.208359,53.336395,17.85075,58.460354,20.094887,6.40784,85.408279,Carrot
233.012024,44.19849,111.217461,44.547817,19.028597,62.567204,18.961647,6.603495,80.168266,Carrot
219.46344,47.166466,81.062012,28.72279,18.619223,65.596016,20.340611,6.234028,79.16143,Carrot
213.313675,36.25428,45.54636,41.919678,16.364418,56.693634,20.638538,6.430389,85.533615,Carrot
231.959915,47.710133,93.63028,30.509539,17.873451,60.223888,19.201239,6.297424,90.87455,Carrot
244.417114,49.101753,98.02475,39.418556,18.315342,64.972221,18.903006,6.65264,96.780396,Carrot
220.519318,38.634697,100.206749,30.28656,16.877399,64.866173,19.117764,6.589808,95.793251,Carrot
248.135773,32.440353,89.621574,24.967167,16.944897,68.593414,18.355522,6.367794,77.266335,Carrot
213.736084,32.142258,110.04454,29.937286,15.137163,67.562576,18.186874,6.207058,98.209381,Carrot
241.212906,35.571487,71.334305,23.687708,18.689226,67.612625,19.044445,6.130206,89.930298,Carrot
224.180145,39.024658,48.384029,31.859509,16.538443,59.378059,19.069641,6.319312,80.839905,Carrot
201.317993,41.143833,92.711243,57.693523,19.490896,60.384583,19.601685,6.425254,80.574478,Carrot
200.252396,45.727932,58.701202,38.576073,18.379114,64.880127,19.99287,6.186722,98.694214,Carrot
224.051315,39.994888,63.562149,51.016933,15.448876,68.717827,20.213221,6.760541,98.131317,Carrot
222.060486,42.683224,70.203217,36.290993,16.690229,66.681206,18.213068,6.883162,81.397102,Carrot
239.493225,45.821014,95.268723,46.398895,16.215012,60.618649,18.658655,6.603124,85.540321,Carrot
214.756119,30.152977,53.978088,59.312801,19.317547,57.806442,18.086987,6.035076,77.250969,Carrot
233.610291,39.088825,41.891121,23.507677,19.749447,55.153492,18.602896,6.373082,93.371368,Carrot
226.552368,35.019321,62.092041,22.006439,19.357798,68.60791,20.583481,6.325017,77.509995,Carrot
213.40625,41.026573,117.305405,31.763708,19.682068,63.002163,20.49708,6.834034,83.138084,Carrot
211.291138,41.190331,55.057594,46.930073,17.866547,58.973019,19.725815,6.86277,82.077904,Carrot
240.290039,34.118435,67.806068,47.549438,15.293084,60.603546,18.757694,6.729499,85.487701,Carrot
206.776566,33.98381,63.225777,57.946033,16.398849,55.441185,19.116579,6.024174,82.549927,Carrot
206.987564,46.47171,65.159363,21.332354,17.606171,64.82605,19.565641,6.865664,77.329712,Carrot
242.618118,46.900837,79.387024,52.656666,15.622605,64.210907,18.117424,6.116781,94.841354,Carrot
247.314301,40.845837,84.754395,59.657883,16.659382,60.75795,20.87582,6.273044,78.346321,Carrot
204.790894,39.110142,89.113922,56.562332,17.891018,68.581764,20.850016,6.726229,86.898094,Carrot
225.76001,30.353231,109.360153,27.34549,16.523645,67.338364,20.295135,6.763747,89.002373,Carrot
200.17746,43.4646,61.757584,28.721447,16.909271,55.899624,19.887808,6.19563,83.109375,Carrot
203.131851,43.372612,47.26656,58.64946,15.645881,59.030468,20.974009,6.461698,87.011635,Carrot
224.019653,37.814445,92.348709,48.783142,16.929342,63.824871,19.566862,6.154238,76.847038,Carrot
223.722168,40.866222,66.965942,22.057842,19.760021,59.359978,18.982697,6.60347,93.517654,Carrot
236.143875,37.571102,117.484024,43.197281,19.674477,66.597672,18.935656,6.065193,92.179901,Carrot
243.483109,34.980911,53.410721,57.505936,15.548566,59.420887,18.907475,6.388266,81.008469,Carrot
237.035843,47.120499,71.512299,43.977516,16.124439,61.053608,18.621235,6.03386,79.05127,Carrot
218.103775,35.281235,91.114304,53.706818,17.54793,56.82156,20.136894,6.362617,83.054451,Carrot
237.900208,34.082664,110.435471,36.924492,18.863907,69.393112,19.81048,6.040906,77.788864,Carrot
207.555176,35.755199,51.719051,54.264076,18.001839,55.919785,19.738998,6.623668,99.844521,Carrot
216.239563,37.721588,60.735874,58.673985,19.492826,55.414974,20.492416,6.73041,85.320778,Carrot
201.636307,36.224922,100.480011,46.861778,19.00107,66.955688,19.997355,6.247964,75.998245,Carrot
248.768082,41.326687,82.05336,57.951786,16.691065,68.53241,20.783443,6.753874,89.774818,Carrot
240.419708,46.746246,68.119904,30.533493,16.031269,59.793037,18.562057,6.049722,91.16069,Carrot
202.9543,47.368759,73.191254,44.555298,18.491966,57.340271,18.599039,6.673219,81.572723,Carrot
249.020477,37.054619,99.754562,36.527863,15.070179,63.412544,19.776314,6.940596,88.469025,Carrot
214.471024,36.741135,90.682045,21.550426,16.480145,58.51086,20.775278,6.810263,89.292,Carrot
225.014786,40.051979,102.39447,20.846292,15.182198,69.021484,18.812107,6.55638,87.969826,Carrot
238.513702,32.875633,75.023277,22.926758,16.285191,69.031189,20.434969,6.543719,99.009354,Carrot
229.227142,36.894112,103.660141,20.863226,15.797692,61.317307,20.862265,6.845339,91.542969,Carrot
208.625092,49.140804,103.285591,24.35397,19.931644,69.174973,19.415003,6.929463,81.341194,Carrot
215.066071,37.894955,96.115318,24.933197,15.642987,67.639107,20.01845,6.868737,76.519348,Carrot
242.633392,47.920685,100.965546,32.626934,15.47976,69.319473,20.359344,6.679374,99.681053,Carrot
219.916214,40.331135,117.343185,51.284042,17.798191,58.147991,18.140818,6.792233,88.41909,Carrot
205.35611,42.01339,43.921387,52.482635,15.936071,58.242653,20.776144,6.598236,87.007042,Carrot
249.409958,31.904495,44.191319,30.572969,16.878611,69.760658,18.475924,6.703548,82.23098,Carrot
226.903778,36.802849,62.502552,52.616394,15.404362,67.974037,19.706459,6.657897,90.748802,Carrot
247.974228,38.914227,82.308411,45.139297,16.558678,67.45356,20.893566,6.715016,81.848396,Carrot
246.724258,42.750332,87.945709,30.230852,18.537992,60.518604,18.351744,6.976592,85.577301,Carrot
231.694672,45.912987,110.616478,49.178726,18.29538,66.555801,19.556475,6.384126,77.646896,Carrot
223.734238,39.267456,71.668564,52.484787,18.082321,64.791931,20.188704,6.478764,95.850769,Carrot
246.901733,36.214931,108.703293,38.952297,15.447264,61.418224,20.239552,6.172222,93.686684,Carrot
234.826538,39.285599,116.883034,47.828186,18.941261,55.586269,19.530483,6.845824,89.658524,Carrot
247.753891,47.081902,44.017269,41.267929,15.011664,58.616798,18.755566,6.633001,97.697815,Carrot
220.623901,47.081154,55.669228,41.010139,15.207284,65.778198,18.222248,6.775692,87.204338,Carrot
220.970398,46.856701,114.36705,31.025469,18.615738,67.183945,20.466141,6.911016,81.838425,Carrot
241.237,32.062817,56.427986,38.773865,15.56023,63.037685,19.66304,6.021267,78.706284,Carrot
207.659744,44.201653,86.181526,24.987659,16.331722,56.83181,18.843483,6.809552,91.255615,Carrot
239.074188,32.137936,85.481354,24.732288,16.163668,69.005508,19.603035,6.273633,89.892876,Carrot
229.137207,36.145477,46.863461,55.698357,19.424137,62.430794,18.473518,6.062173,81.495148,Carrot
215.21492,49.956852,96.900574,59.25174,19.333561,57.751595,20.582481,6.43322,91.100128,Carrot
205.313736,39.859528,105.217232,23.406273,15.656493,69.420479,19.095451,6.004043,75.213654,Carrot
230.773529,42.370403,106.343468,42.560135,18.425209,59.386478,20.470873,6.310138,82.493385,Carrot
213.982986,41.283539,58.953938,57.203526,16.024626,56.284008,20.365925,6.187094,80.874947,Carrot
245.733444,36.605774,53.337132,33.939766,16.687761,59.213516,19.657509,6.053765,91.374344,Carrot
233.727814,39.739159,59.534721,27.115433,16.917175,61.726749,18.069912,6.983356,89.066109,Carrot
213.003464,48.338158,117.708496,33.731384,16.094805,64.696548,19.142239,6.12769,94.343979,Carrot
210.204468,43.346909,103.01918,35.490189,18.167906,62.724377,19.432787,6.864028,80.666344,Carrot
208.742615,49.791138,41.929192,27.961725,17.099373,60.74823,18.882017,6.539737,77.035934,Carrot
201.517166,31.213793,72.731773,36.658142,17.379995,63.727741,18.577208,6.67141,93.353333,Carrot
239.43161,30.24102,86.679306,36.353416,18.965599,69.041687,19.295052,6.709368,97.209312,Carrot
217.367706,48.931946,104.214783,32.315693,17.031017,59.923203,20.29702,6.4692,83.377129,Carrot
216.583237,39.108749,48.847088,41.591339,18.022982,61.366848,20.595657,6.540147,94.872673,Carrot
232.065002,48.161705,67.644852,48.980354,19.445358,68.361153,18.654396,6.388742,96.890366,Carrot
237.28392,39.263077,101.557968,23.599735,19.829208,63.07119,20.437838,6.261433,96.796219,Carrot
221.939346,31.122137,51.768475,34.073975,18.959053,64.609497,20.371801,6.138382,81.879715,Carrot
231.47496,30.066202,70.836174,59.553322,16.323969,68.121811,19.13032,6.09229,79.121346,Carrot
214.187698,46.065926,44.060516,56.216129,15.233571,61.045227,19.144297,6.91933,87.545021,Carrot
219.913574,40.036362,93.076889,59.213272,15.51773,62.063061,20.265368,6.853398,88.728111,Carrot
228.199219,42.816536,117.781883,29.784174,19.861961,58.640411,19.482063,6.068882,89.698647,Carrot
245.882385,41.978912,113.676994,45.394859,18.528952,57.601025,20.700771,6.303456,90.191917,Carrot
243.647812,49.303818,44.745453,51.698059,18.600052,56.854992,19.454071,6.332162,84.57888,Carrot
225.100952,49.031464,106.485176,48.736473,15.309224,65.05864,18.721615,6.241105,83.38533,Carrot
